Resource,Move Resource Group,Move Subscription,Move Region,Move Support Detail,Strategy - Notes for CSP Migration,URL1_ResourceProviderMigrationSupportGuidance,Name_ResourceProviderMoveGuidance,URL_ARM Extension Resource Types,Name_ARM Extension Resource Types,URL_Azure Resource Provider to ServicesMap,Name_Azure Resource Provider to ServicesMap,URL_Azure resources to Services Mapping,Name_Azure resources to Services Mapping
Microsoft.SqlVirtualMachine/sqlvirtualmachinegroups,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.SqlVirtualMachine/sqlvirtualmachinegroups,Supported move! - Look for more Information in the links. - Microsoft.SqlVirtualMachine/sqlvirtualmachinegroups,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsqlvirtualmachine,Azure ARM Resource Move Guidance for Microsoft.SqlVirtualMachine,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.SqlVirtualMachine,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/virtual-machines/windows/sql-server-on-azure-vm-iaas-what-is-overview#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/virtual-machines/windows/sql-server-on-azure-vm-iaas-what-is-overview#,Database Services - Microsoft.SqlVirtualMachine
Microsoft.SqlVirtualMachine/sqlvirtualmachines,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.SqlVirtualMachine/sqlvirtualmachines,Supported move! - Look for more Information in the links. - Microsoft.SqlVirtualMachine/sqlvirtualmachines,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsqlvirtualmachine,Azure ARM Resource Move Guidance for Microsoft.SqlVirtualMachine,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.SqlVirtualMachine,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/virtual-machines/windows/sql-server-on-azure-vm-iaas-what-is-overview#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/virtual-machines/windows/sql-server-on-azure-vm-iaas-what-is-overview#,Database Services - Microsoft.SqlVirtualMachine
Microsoft.Storage/storageaccounts,1,1,1,Full Support RG/Sub Resource Type Moves for   Microsoft.Storage/storageaccounts,Supported move! - Some related resource dypes create dependancies and will need to be removed or remediated before Migration can occur.with limitations that can include Private Links and Private Endpoint resources - Microsoft.Storage/storageaccounts,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftstorage,Azure ARM Resource Move Guidance for Microsoft.Storage,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Storage,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/storage/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/storage/index.yml#,Storage Services - Microsoft.Storage
Microsoft.StorageCache/caches,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.StorageCache/caches,Not a Supported move! - Look for more Information in the links. - Microsoft.StorageCache/caches,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftstoragecache,Azure ARM Resource Move Guidance for Microsoft.StorageCache,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.StorageCache,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/hpc-cache/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/hpc-cache/index.yml#,Storage Services - Microsoft.StorageCache
Microsoft.StorageSync/storagesyncservices,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.StorageSync/storagesyncservices,Supported move! - Look for more Information in the links. - Microsoft.StorageSync/storagesyncservices,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftstoragesync,Azure ARM Resource Move Guidance for Microsoft.StorageSync,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.StorageSync,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/storage/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/storage/index.yml#,Storage Services - Microsoft.StorageSync
Microsoft.StorageSyncDev/storagesyncservices,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.StorageSyncDev/storagesyncservices,Not a Supported move! - Look for more Information in the links. - Microsoft.StorageSyncDev/storagesyncservices,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftstoragesyncdev,Azure ARM Resource Move Guidance for Microsoft.StorageSyncDev,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.StorageSyncDev,The Resource Provider  Microsoft.StorageSyncDev/storagesyncservices does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.StreamAnalyticsExplorer,No Resource Provider to Services Map listing for Microsoft.StreamAnalyticsExplorer,No Resource Provider to Services Map listing for Microsoft.StreamAnalyticsExplorer
Microsoft.StorageSyncInt/storagesyncservices,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.StorageSyncInt/storagesyncservices,Not a Supported move! - Look for more Information in the links. - Microsoft.StorageSyncInt/storagesyncservices,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftstoragesyncint,Azure ARM Resource Move Guidance for Microsoft.StorageSyncInt,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.StorageSyncInt,The Resource Provider  Microsoft.StorageSyncInt/storagesyncservices does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.StreamAnalyticsExplorer,No Resource Provider to Services Map listing for Microsoft.StreamAnalyticsExplorer,No Resource Provider to Services Map listing for Microsoft.StreamAnalyticsExplorer
Microsoft.StorSimple/managers,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.StorSimple/managers,Not a Supported move! - Look for more Information in the links. - Microsoft.StorSimple/managers,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftstorsimple,Azure ARM Resource Move Guidance for Microsoft.StorSimple,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.StorSimple,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/storsimple/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/storsimple/index.yml#,Storage Services - Microsoft.StorSimple
Microsoft.StreamAnalytics/clusters,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.StreamAnalytics/clusters,Not a Supported move! - Look for more Information in the links. - Microsoft.StreamAnalytics/clusters,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftstreamanalytics,Azure ARM Resource Move Guidance for Microsoft.StreamAnalytics,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.StreamAnalytics,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/stream-analytics/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/stream-analytics/index.yml#,analytics services  - Microsoft.StreamAnalytics
Microsoft.StreamAnalytics/streamingjobs,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.StreamAnalytics/streamingjobs,Supported move! - Look for more Information in the links. - Microsoft.StreamAnalytics/streamingjobs,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftstreamanalytics,Azure ARM Resource Move Guidance for Microsoft.StreamAnalytics,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.StreamAnalytics,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/stream-analytics/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/stream-analytics/index.yml#,analytics services  - Microsoft.StreamAnalytics
Microsoft.StreamAnalyticsExplorer/environments,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.StreamAnalyticsExplorer/environments,Not a Supported move! - Look for more Information in the links. - Microsoft.StreamAnalyticsExplorer/environments,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftstreamanalyticsexplorer,Azure ARM Resource Move Guidance for Microsoft.StreamAnalyticsExplorer,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.StreamAnalyticsExplorer,The Resource Provider  Microsoft.StreamAnalyticsExplorer/environments does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.Synapse,No Resource Provider to Services Map listing for Microsoft.Synapse,No Resource Provider to Services Map listing for Microsoft.Synapse
Microsoft.StreamAnalyticsExplorer/instances,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.StreamAnalyticsExplorer/instances,Not a Supported move! - Look for more Information in the links. - Microsoft.StreamAnalyticsExplorer/instances,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftstreamanalyticsexplorer,Azure ARM Resource Move Guidance for Microsoft.StreamAnalyticsExplorer,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.StreamAnalyticsExplorer,The Resource Provider  Microsoft.StreamAnalyticsExplorer/instances does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.Synapse,No Resource Provider to Services Map listing for Microsoft.Synapse,No Resource Provider to Services Map listing for Microsoft.Synapse
Microsoft.Subscription/subscriptions,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Subscription/subscriptions,Not a Supported move! - Look for more Information in the links. - Microsoft.Subscription/subscriptions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsubscription,Azure ARM Resource Move Guidance for Microsoft.Subscription,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsubscription,ARM Extension Resource Types for Microsoft.Subscription,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Synapse,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Subscription
Microsoft.Support/services,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Support/services,Not a Supported move! - Look for more Information in the links. - Microsoft.Support/services,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsupport,Azure ARM Resource Move Guidance for Microsoft.Support,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsupport,ARM Extension Resource Types for Microsoft.Support,The Resource Provider  Microsoft.Support/services does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.TimeSeriesInsights,The Resource Provider core does not have a linked Page,Core Services - microsoft.support - registered by default
Microsoft.Support/supporttickets,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Support/supporttickets,Not a Supported move! - Look for more Information in the links. - Microsoft.Support/supporttickets,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsupport,Azure ARM Resource Move Guidance for Microsoft.Support,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsupport,ARM Extension Resource Types for Microsoft.Support,The Resource Provider  Microsoft.Support/supporttickets does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.TimeSeriesInsights,The Resource Provider core does not have a linked Page,Core Services - microsoft.support - registered by default
